building_id,hour,kwh_usage
down_gymnaisum,6,3.959203
bob's_gymnaisum,18,5.387519
white_taco_truck,17,7.843027
dog_hospital,4,9.216068
bob's_stadium,21,6.357101
mauve_stadium,0,-1.095567
small_houseboat,20,1.643343
white_hydroelectric_plant,1,3.418991
old_school,10,5.984745
the_best_planetarium,13,15.107025
the_best_aquarium,20,4.280158
blue_taco_truck,22,7.230351
white_base,10,10.145892
small_market,5,5.374556
dog_hospital,0,-4.979353
shiny_new_planetarium,0,6.254097
rusty_old_house,5,4.533548
savvy_office,6,-6.215258
shiny_new_warehouse,8,1.182359
green_base,6,5.662142
green_hospital,18,4.802204
dog_stadium,18,3.311994
Small Taco Truck,20,2.722509
rusty_old_warehouse,8,5.717364
down_windmill,3,5.996576
small_hydroelectric_plant,5,6.694989
rusty_old_house,21,3.355966
white_planetarium,12,7.030689
bob's_warehouse,20,5.930318
white_stadium,14,15.169170
dog_opera_house,15,9.575883
fancy_market,8,-1.143924
white_houseboat,9,3.831703
down_opera_house,3,8.167000
dog_hospital,14,-12.180269
blue_office,3,6.144086
shiny_new_office,5,9.027682
small_planetarium,9,2.886795
dog_base,2,2.323633
old_windmill,11,15.889830
dog_planetarium,8,-5.0958
dinosaur_houseboat,5,9.070898
dog_museum,16,17.343590
blue_birdhouse,4,1.323302
Bob'S Base,9,1.731901
shiny_new_gymnaisum,7,7.828115
small_hydroelectric_plant,1,5.096010
green_market,9,3.300772
dinosaur_gymnaisum,16,12.658895
red_base,12,19.480142
Up Gymnaisum,6,1.996300
Dinosaur Opera House,7,-4.202514
fancy_office,1,-2.216227
shiny_new_house,8,-3.396612
green_birdhouse,4,4.538216
dog_hospital,17,16.914029
shiny_new_school,11,2.608665
small_planetarium,15,10.256778
red_stadium,1,6.809922
Red School,11,3.748244
Rusty Old Aquarium,17,17.854067
old_stadium,17,15.312187
savvy_opera_house,1,4.070803
blue_windmill,23,4.629936
secret_birdhouse,16,-9.691941
red_birdhouse,3,7.754833
rusty_old_museum,2,6.775467
fancy_planetarium,8,-6.459144
shiny_new_houseboat,20,3.855902
small_birdhouse,21,1.734531
small_hydroelectric_plant,2,6.556163
red_houseboat,12,14.790273
blue_aquarium,18,7.801467
rusty_old_market,23,2.403568
white_school,22,6.459246
savvy_gymnaisum,2,6.668820
green_office,23,2.185470
dog_gymnaisum,9,5.161024
fancy_aquarium,19,2.448135
savvy_windmill,0,-8.46715
savvy_office,5,7.336525
dinosaur_taco_truck,2,2.550253
down_windmill,18,14.982415
savvy_taco_truck,12,3.142814
red_base,2,8.599545
small_gymnaisum,6,2.410925
mauve_stadium,1,-1.598526
White Aquarium,5,1.290132
savvy_taco_truck,20,10.283086
fancy_birdhouse,11,9.242813
up_house,21,7.152730
dog_taco_truck,6,5.390357
mauve_opera_house,11,3.656246
mauve_hydroelectric_plant,9,5.540421
secret_gymnaisum,16,1.422599
blue_planetarium,10,1.663361
white_school,19,10.428667
small_base,7,1.883131
up_hydroelectric_plant,0,0.854032
old_warehouse,9,1.615514
secret_market,1,3.853034
blue_windmill,2,7.351018
mauve_opera_house,15,2.851059
mauve_birdhouse,5,5.601984
red_stadium,21,5.923950
bob's_opera_house,11,12.328177
bob's_opera_house,20,4.781492
Blue Opera House,9,6.413290
green_birdhouse,23,4.637105
up_warehouse,21,-7.848289
old_hydroelectric_plant,21,1.621679
mauve_birdhouse,8,4.759274
secret_market,15,9.547530
secret_hospital,1,3.155660
rusty_old_aquarium,0,5.548991
fancy_office,21,1.937958
Blue Windmill,17,16.246984
white_museum,8,4.701674
up_houseboat,10,-5.734568
up_hydroelectric_plant,3,-1.377473
small_market,6,6.982997
mauve_hospital,12,-21.309713
bob's_aquarium,16,7.209651
fancy_warehouse,15,9.146604
Savvy Warehouse,19,9.652263
up_office,6,4.599539
small_gymnaisum,4,4.396884
secret_windmill,6,8.641619
old_office,20,12.326286
down_hydroelectric_plant,17,1.010538
fancy_aquarium,5,2.914727
white_opera_house,19,-4.838228
rusty_old_house,2,7.595421
the_best_planetarium,0,6.111621
red_taco_truck,8,6.122294
small_house,22,8.964968
down_hospital,16,-6.987599
green_gymnaisum,6,5.416316
old_office,6,9.395503
down_birdhouse,16,-10.131549
bob's_taco_truck,23,8.804567
old_house,12,12.737330
rusty_old_house,4,-5.612965
down_windmill,17,14.436409
small_school,17,6.316265
dinosaur_houseboat,1,9.534828
mauve_museum,2,9.053802
shiny_new_taco_truck,16,6.360708
mauve_school,14,4.532260
Up Windmill,18,1.489905
Dinosaur Planetarium,21,1.150158
shiny_new_warehouse,6,0.840336
rusty_old_warehouse,9,7.393534
shiny_new_aquarium,1,0.998190
up_aquarium,22,5.156063
dinosaur_birdhouse,22,5.712072
fancy_aquarium,11,5.972731
fancy_taco_truck,5,6.667816
down_gymnaisum,20,-4.504486
savvy_taco_truck,0,4.767258
red_birdhouse,6,5.669835
up_house,3,10.267017
secret_hydroelectric_plant,9,4.224796
shiny_new_hospital,17,1.614449
rusty_old_office,21,3.571360
up_market,5,4.718380
Secret Houseboat,17,1.935093
rusty_old_houseboat,11,2.942230
fancy_gymnaisum,2,0.916909
white_warehouse,15,3.615702
secret_aquarium,21,2.776939
shiny_new_stadium,20,2.283943
the_best_opera_house,4,4.330815
the_best_stadium,23,1.015588
secret_aquarium,23,2.823123
old_taco_truck,1,2.552412
the_best_market,15,2.799637
small_taco_truck,19,-2.921552
old_birdhouse,17,5.479715
down_school,21,2.611396
old_windmill,22,6.921510
fancy_taco_truck,22,7.124159
red_hydroelectric_plant,5,3.897281
dog_stadium,16,5.101907
shiny_new_aquarium,18,1.809941
fancy_planetarium,5,6.326691
mauve_hospital,3,-6.680232
fancy_aquarium,15,4.275597
secret_hydroelectric_plant,5,6.809903
Blue Museum,18,8.492551
old_gymnaisum,2,2.488228
green_aquarium,13,12.109847
small_taco_truck,10,2.045502
blue_base,3,4.871547
red_hydroelectric_plant,9,2.888875
green_gymnaisum,23,8.829863
green_gymnaisum,19,4.929785
savvy_hydroelectric_plant,12,-4.01537
small_opera_house,18,9.293604
down_stadium,14,-20.392589
down_opera_house,18,14.398026
down_hydroelectric_plant,2,1.445889
rusty_old_aquarium,12,5.299355
savvy_opera_house,15,10.837379
secret_aquarium,13,5.484747
down_stadium,16,14.480718
savvy_hydroelectric_plant,23,3.454554
dog_windmill,1,7.743140
shiny_new_market,7,2.055206
old_base,7,4.302348
shiny_new_hydroelectric_plant,0,0.878914
green_houseboat,19,5.068116
up_warehouse,7,8.614156
red_aquarium,7,5.352491
shiny_new_birdhouse,1,3.810954
small_stadium,19,18.155724
dog_base,6,3.901608
rusty_old_school,11,2.930778
savvy_warehouse,13,-6.672404
green_gymnaisum,5,4.439960
rusty_old_house,14,13.536519
Green Gymnaisum,7,6.442415
small_windmill,8,9.198466
white_office,8,2.510455
down_houseboat,17,2.434787
dog_opera_house,5,3.800553
bob's_gymnaisum,0,4.267053
the_best_taco_truck,4,4.998406
savvy_taco_truck,5,6.008553
shiny_new_aquarium,19,1.373001
down_school,14,-8.361482
secret_planetarium,1,1.888631
up_opera_house,0,2.057053
rusty_old_opera_house,12,13.311037
down_birdhouse,13,-7.076429
savvy_hydroelectric_plant,22,3.985959
the_best_taco_truck,5,5.450067
dinosaur_opera_house,6,4.472503
down_market,20,2.466445
shiny_new_warehouse,15,-3.215909
secret_museum,19,7.490985
The Best Warehouse,12,20.021771
dinosaur_office,13,3.932754
fancy_school,0,9.300127
dog_house,12,6.257009
down_birdhouse,18,-8.753989
old_aquarium,6,4.717647
small_base,18,-0.931902
blue_aquarium,14,9.377473
secret_office,10,17.523286
blue_opera_house,22,4.145634
small_office,21,2.070694
shiny_new_warehouse,14,2.907353
dinosaur_base,16,5.580192
the_best_base,5,4.968613
fancy_birdhouse,10,8.786904
Small Planetarium,10,2.641430
the_best_stadium,19,1.088302
blue_market,9,6.052691
shiny_new_houseboat,2,-2.755151
small_aquarium,7,6.393120
bob's_museum,23,4.275652
white_hospital,5,2.078215
Red Planetarium,12,3.702135
dinosaur_hydroelectric_plant,12,13.442286
green_base,1,8.300708
up_hospital,8,3.567340
green_hospital,5,-2.932672
Bob'S Windmill,7,3.823846
green_planetarium,3,11.058435
down_windmill,16,13.238402
Old Base,8,3.343270
old_planetarium,12,5.514541
small_gymnaisum,15,8.988743
bob's_warehouse,18,-9.986651
secret_base,16,8.362324
bob's_school,16,2.210414
up_windmill,21,1.233127
red_planetarium,2,2.915582
fancy_warehouse,19,6.278301
savvy_market,18,-3.496783
blue_hydroelectric_plant,14,20.175941
small_taco_truck,13,1.862050
small_gymnaisum,10,5.398828
red_taco_truck,12,17.148018
green_warehouse,16,2.703821
fancy_gymnaisum,1,0.636716
Rusty Old Opera House,13,15.537310
dinosaur_warehouse,16,7.530200
down_aquarium,16,6.855207
green_gymnaisum,0,9.620410
Bob'S Hospital,4,9.237512
up_opera_house,23,1.662293
up_hospital,4,-1.508048
mauve_warehouse,15,2.536572
secret_houseboat,9,4.407343
savvy_opera_house,4,6.471894
bob's_taco_truck,7,6.448644
dog_school,22,4.198802
Old Aquarium,4,3.916305
Green Hydroelectric Plant,8,2.007554
fancy_stadium,8,9.322540
mauve_aquarium,10,4.790857
blue_stadium,14,3.779443
white_birdhouse,22,0.985381
the_best_taco_truck,6,5.646155
shiny_new_gymnaisum,3,-9.242078
red_planetarium,8,1.712885
green_hydroelectric_plant,0,2.335452
small_birdhouse,20,2.025349
shiny_new_house,6,3.516456
secret_market,13,-7.251283
green_hospital,16,6.817792
white_base,17,11.179751
shiny_new_stadium,18,3.825586
white_houseboat,8,3.537699
Bob'S House,12,18.299278
Mauve Hydroelectric Plant,3,6.951488
fancy_houseboat,12,2.619255
dog_opera_house,19,4.855221
savvy_planetarium,5,7.703464
red_windmill,19,6.168235
secret_gymnaisum,10,0.815534
white_gymnaisum,10,5.127284
up_houseboat,0,-6.780718
green_birdhouse,9,4.344404
savvy_aquarium,7,4.176582
green_opera_house,21,5.562745
up_base,16,16.046732
secret_birdhouse,18,4.879872
shiny_new_windmill,23,9.576394
bob's_school,19,1.768180
blue_planetarium,11,2.326736
red_planetarium,16,3.739994
secret_taco_truck,8,10.470096
secret_gymnaisum,4,1.092341
rusty_old_aquarium,21,12.390758
shiny_new_planetarium,3,8.237358
old_base,2,-6.284879
Small Houseboat,19,1.925526
old_gymnaisum,21,7.295188
shiny_new_taco_truck,7,2.120901
down_hospital,17,-4.860883
down_museum,8,-7.961861
up_house,5,10.126745
mauve_opera_house,16,1.763322
the_best_gymnaisum,9,2.377599
up_birdhouse,15,16.781226
blue_office,0,6.104003
bob's_hospital,8,4.900088
fancy_hydroelectric_plant,20,16.307435
mauve_windmill,11,3.981094
secret_opera_house,5,4.388237
secret_planetarium,4,3.013106
red_birdhouse,4,7.121662
White Museum,6,4.694887
dinosaur_birdhouse,13,9.599057
fancy_birdhouse,0,5.257129
red_base,7,-7.46288
rusty_old_base,14,7.559254
up_warehouse,22,8.993057
shiny_new_gymnaisum,18,17.639520
blue_school,14,4.729979
mauve_aquarium,16,10.691682
the_best_hydroelectric_plant,10,7.053781
Small Aquarium,2,5.811497
blue_opera_house,0,5.913306
green_stadium,4,5.981274
savvy_warehouse,0,3.426168
mauve_school,5,3.676085
dinosaur_windmill,5,6.192141
mauve_base,17,6.608029
old_museum,1,-2.234106
dinosaur_museum,17,-10.291361
blue_market,23,3.697014
mauve_windmill,2,4.004387
dinosaur_house,11,2.840495
white_hydroelectric_plant,12,6.246455
up_school,16,-15.588524
savvy_planetarium,2,3.964706
fancy_hospital,1,6.770156
down_gymnaisum,12,10.026033
Green Stadium,11,5.641839
down_market,8,1.436493
shiny_new_windmill,18,5.081713
fancy_market,16,4.038326
shiny_new_birdhouse,7,1.711949
mauve_gymnaisum,11,-9.456629
rusty_old_house,8,4.764488
bob's_opera_house,17,10.785391
mauve_hydroelectric_plant,19,15.700093
shiny_new_stadium,15,2.552539
white_school,18,9.959853
fancy_houseboat,4,0.749037
fancy_museum,1,5.115520
Fancy Planetarium,11,3.864229
dog_market,14,4.320047
blue_windmill,18,14.498402
Dinosaur Museum,9,8.614687
secret_museum,6,5.230803
old_stadium,13,8.788824
fancy_hydroelectric_plant,23,6.798305
bob's_birdhouse,7,4.493266
mauve_market,7,3.498816
bob's_windmill,20,5.324613
Old Office,19,15.519969
bob's_warehouse,22,3.725885
shiny_new_windmill,21,7.594607
blue_base,16,10.807850
dinosaur_office,11,2.100295
dinosaur_taco_truck,16,6.041496
dinosaur_stadium,9,-1.614048
dog_aquarium,0,2.334973
red_aquarium,12,-3.745344
up_school,18,18.415036
old_houseboat,23,-4.619289
red_hydroelectric_plant,10,1.928344
shiny_new_taco_truck,17,6.337171
rusty_old_opera_house,11,10.394984
savvy_warehouse,2,-4.793006
shiny_new_aquarium,7,1.779758
shiny_new_office,17,15.638603
bob's_planetarium,22,3.208885
small_hospital,7,-5.992785
down_base,7,5.335753
Small School,7,2.312726
Small House,14,8.905563
small_museum,10,-5.456503
savvy_planetarium,6,8.472118
the_best_hospital,14,3.219822
rusty_old_gymnaisum,22,9.772228
mauve_aquarium,15,7.954430
up_houseboat,3,4.981820
green_base,12,17.289457
the_best_museum,12,4.187091
Red School,4,5.381475
up_taco_truck,2,2.633415
old_gymnaisum,3,3.841250
white_market,0,4.753676
red_birdhouse,18,11.178441
blue_hospital,9,1.295183
shiny_new_office,21,8.392967
the_best_opera_house,2,4.234348
down_aquarium,3,4.476420
dog_museum,15,19.658721
dinosaur_taco_truck,1,2.351004
blue_windmill,8,4.453477
secret_houseboat,16,3.027781
secret_gymnaisum,21,-0.729403
green_windmill,4,7.012284
old_houseboat,8,-4.527143
up_hospital,5,1.703887
up_opera_house,16,2.062534
secret_market,18,7.493424
savvy_windmill,12,-14.033575
up_stadium,4,1.912093
the_best_gymnaisum,6,4.110122
secret_planetarium,12,1.826773
shiny_new_birdhouse,2,4.518999
rusty_old_gymnaisum,13,5.106868
dog_gymnaisum,11,8.103212
the_best_gymnaisum,2,2.277290
Bob'S Office,2,-5.522588
secret_windmill,0,4.745975
up_aquarium,21,7.144579
fancy_office,12,-3.944099
rusty_old_houseboat,5,5.873711
Red Market,17,1.655184
bob's_windmill,23,3.779322
blue_house,6,-2.01259
mauve_office,2,5.061992
secret_warehouse,19,11.209355
mauve_gymnaisum,5,2.579472
Small Warehouse,11,2.221308
dog_birdhouse,8,12.540763
rusty_old_gymnaisum,18,15.177607
the_best_birdhouse,16,14.976378
old_opera_house,16,14.754806
savvy_stadium,0,11.531325
fancy_museum,6,8.879768
secret_taco_truck,10,15.139195
green_opera_house,16,18.329921
old_hydroelectric_plant,17,4.427835
mauve_gymnaisum,13,9.523280
up_planetarium,11,13.646393
green_warehouse,3,2.203255
blue_gymnaisum,11,2.381374
the_best_stadium,4,1.215793
mauve_aquarium,17,-13.163948
Green Planetarium,14,19.632675
The Best Market,0,1.417268
old_gymnaisum,5,5.025187
down_hospital,7,2.312728
dinosaur_hospital,23,1.430528
down_market,12,2.596624
up_stadium,20,1.474589
Secret Windmill,17,17.252425
mauve_house,1,-9.60156
Small Opera House,16,7.547210
Up Stadium,21,-1.536748
white_stadium,18,13.045381
white_aquarium,14,1.297774
blue_office,10,7.378889
blue_school,15,4.577457
savvy_taco_truck,13,4.425366
savvy_office,11,7.290952
The Best Opera House,3,4.300406
white_hospital,8,1.646882
green_planetarium,12,13.762436
blue_gymnaisum,8,2.282602
small_planetarium,23,-3.322687
down_stadium,0,10.631967
the_best_school,21,4.346825
mauve_market,4,3.161773
old_museum,7,3.782813
dog_house,18,18.620800
dog_aquarium,2,3.558527
secret_market,9,-2.83754
old_office,23,5.531451
dinosaur_houseboat,19,10.304480
dinosaur_stadium,4,1.646611
rusty_old_gymnaisum,17,13.521693
up_office,5,3.712894
rusty_old_house,17,-8.720016
shiny_new_aquarium,13,1.732703
secret_windmill,14,13.584730
white_opera_house,18,5.888945
white_base,4,7.250715
mauve_school,17,6.333577
fancy_opera_house,5,3.508661
shiny_new_stadium,22,2.233096
small_hospital,2,-7.099323
small_hydroelectric_plant,7,4.743736
red_windmill,9,8.823365
the_best_hydroelectric_plant,16,3.233355
shiny_new_hydroelectric_plant,10,0.843900
mauve_base,4,4.671045
fancy_base,2,3.144127
secret_houseboat,4,2.560436
shiny_new_base,13,-8.386313
secret_school,8,1.160452
bob's_hospital,17,15.053963
small_warehouse,18,4.671227
blue_museum,16,13.814088
secret_base,15,10.752039
blue_houseboat,0,3.850281
dinosaur_opera_house,12,3.218074
green_gymnaisum,9,12.415665
down_school,9,-3.323461
fancy_gymnaisum,13,1.737885
red_aquarium,1,3.699778
savvy_school,1,4.823424
secret_market,3,5.333965
Green Aquarium,9,8.316655
up_gymnaisum,16,4.952124
rusty_old_base,10,-5.979126
blue_school,7,1.638613
rusty_old_windmill,4,3.154238
white_houseboat,4,2.830714
secret_stadium,22,5.196572
savvy_gymnaisum,14,12.728291
Down School,5,3.735104
small_opera_house,19,9.943189
dinosaur_planetarium,14,2.858671
Small Gymnaisum,1,5.244175
down_school,6,2.293416
shiny_new_planetarium,19,6.963807
red_birdhouse,13,10.324280
savvy_windmill,10,13.611972
rusty_old_planetarium,23,1.292418
green_base,22,8.504866
red_base,13,18.532350
down_museum,7,6.047564
mauve_school,4,3.431538
the_best_base,13,15.513902
fancy_base,3,2.529630
Bob'S Opera House,5,5.549720
shiny_new_houseboat,1,2.079412
dinosaur_houseboat,0,7.666973
dinosaur_warehouse,15,7.610666
mauve_school,16,-6.638544
mauve_warehouse,9,-1.597903
the_best_planetarium,7,6.445812
secret_hospital,2,3.241307
fancy_houseboat,0,2.053169
mauve_birdhouse,11,10.175426
blue_stadium,17,2.028930
savvy_market,23,5.571537
small_planetarium,20,-7.051172
fancy_office,3,1.575437
White Taco Truck,7,3.463675
up_birdhouse,4,8.895243
mauve_warehouse,2,1.963808
red_windmill,11,15.124576
up_house,7,7.446820
white_market,6,-9.372648
rusty_old_hydroelectric_plant,22,2.851369
down_warehouse,1,8.432446
savvy_planetarium,14,6.938556
bob's_aquarium,9,5.341128
small_opera_house,13,-3.002495
dinosaur_gymnaisum,7,3.933166
savvy_house,16,7.357440
mauve_aquarium,9,6.508574
Shiny New Office,22,6.260374
blue_school,10,2.801237
green_hospital,13,6.514305
down_planetarium,8,-4.559161
secret_house,9,2.803292
mauve_houseboat,3,6.161146
dog_hydroelectric_plant,9,3.147080
down_office,17,0.852386
rusty_old_museum,6,6.567180
the_best_stadium,5,0.888605
bob's_taco_truck,13,-17.734754
Up Museum,16,12.836681
fancy_gymnaisum,10,-1.32331
white_stadium,13,12.687367
dinosaur_planetarium,1,1.549153
Blue Houseboat,15,13.247319
dog_aquarium,5,3.181258
up_gymnaisum,1,3.162417
blue_market,8,4.964507
bob's_market,9,3.913438
bob's_office,23,3.232444
fancy_stadium,5,5.162811
savvy_school,2,4.406802
white_houseboat,10,5.127287
savvy_aquarium,23,5.229577
red_market,8,1.687136
down_aquarium,7,-3.08926
rusty_old_base,17,4.699953
rusty_old_taco_truck,18,18.997373
white_office,13,6.278459
dinosaur_hospital,16,1.745759
shiny_new_house,0,2.316917
blue_stadium,1,2.450521
bob's_market,1,3.702113
dinosaur_windmill,1,6.262513
bob's_gymnaisum,4,4.311258
Green Windmill,11,11.914133
bob's_aquarium,11,9.515723
mauve_birdhouse,1,7.219786
blue_aquarium,20,4.269586
down_houseboat,4,-2.35885
old_office,1,5.824176
blue_office,11,9.775146
blue_windmill,5,8.064976
Fancy School,8,6.522261
dog_school,2,8.730461
green_hydroelectric_plant,12,3.384901
bob's_hospital,5,7.374238
bob's_birdhouse,21,4.662525
small_stadium,0,6.084212
the_best_house,13,4.992204
Blue Base,14,6.167846
shiny_new_stadium,4,1.620656
dog_windmill,5,5.042361
dog_school,11,9.667071
small_houseboat,17,-2.645465
green_hydroelectric_plant,20,-2.08179
white_windmill,4,5.576351
rusty_old_warehouse,15,-16.584929
dinosaur_stadium,10,1.998441
down_houseboat,15,-4.529922
blue_windmill,13,12.614361
Shiny New Houseboat,6,3.242652
up_hydroelectric_plant,9,1.472484
dog_hospital,16,16.491463
dog_gymnaisum,4,2.932296
secret_school,18,3.812057
bob's_museum,14,12.356201
shiny_new_school,2,3.352542
small_gymnaisum,5,3.726151
mauve_planetarium,9,4.794629
blue_gymnaisum,10,2.095472
down_windmill,1,4.509746
up_warehouse,15,11.490693
bob's_planetarium,19,-4.612895
savvy_museum,21,2.183596
fancy_birdhouse,23,4.795810
down_windmill,13,7.340609
small_gymnaisum,17,6.159194
secret_aquarium,10,3.023763
down_house,5,6.745198
mauve_museum,9,4.697732
fancy_school,19,5.226411
savvy_aquarium,21,4.536538
red_taco_truck,18,9.071748
dinosaur_museum,14,16.976220
fancy_planetarium,3,4.371006
up_museum,22,8.695528
up_market,7,3.433502
red_market,7,1.949804
secret_office,19,4.952871
rusty_old_aquarium,18,19.380307
down_house,2,6.748581
dog_birdhouse,12,19.335295
shiny_new_aquarium,5,1.858577
dog_market,23,2.476680
the_best_houseboat,9,7.825720
dog_hospital,12,-7.5694
old_birdhouse,20,5.369799
small_opera_house,1,3.527072
the_best_stadium,15,1.160797
dog_museum,7,-5.028963
savvy_birdhouse,20,7.437996
savvy_taco_truck,14,5.583498
dog_office,9,2.201290
shiny_new_taco_truck,2,2.783347
old_opera_house,3,6.390683
White House,8,9.072288
secret_warehouse,10,4.224701
blue_birdhouse,14,2.860576
shiny_new_base,10,3.687397
red_museum,1,3.142172
dog_houseboat,4,2.277342
the_best_house,8,2.039463
old_warehouse,7,1.461963
Rusty Old Museum,3,5.376474
savvy_base,18,2.112497
green_aquarium,18,3.870872
old_base,21,4.562227
up_windmill,13,0.693089
bob's_stadium,13,2.426392
blue_school,22,2.173759
white_hospital,12,-1.984274
the_best_school,11,2.663453
up_museum,18,-15.220202
up_birdhouse,8,4.384651
white_opera_house,2,9.095087
the_best_hospital,3,1.374014
rusty_old_hydroelectric_plant,17,6.126125
white_houseboat,14,7.910698
Green Office,2,3.121666
mauve_aquarium,14,6.177609
shiny_new_taco_truck,10,2.018368
mauve_houseboat,13,6.049036
rusty_old_school,13,3.354100
up_school,3,6.679283
fancy_warehouse,14,8.067952
old_market,19,5.734199
small_taco_truck,14,1.742767
bob's_aquarium,18,4.284444
rusty_old_hydroelectric_plant,18,5.441415
Down Hydroelectric Plant,7,0.908651
dog_windmill,6,4.145396
mauve_warehouse,21,1.609849
rusty_old_base,8,4.330636
savvy_warehouse,18,10.780235
savvy_birdhouse,1,3.129626
secret_museum,5,-6.974924
small_aquarium,15,13.248310
mauve_school,2,3.150675
secret_opera_house,21,5.975931
shiny_new_school,19,6.076966
Green Aquarium,12,11.869992
down_office,3,1.479218
down_house,12,9.547750
savvy_museum,15,1.766016
green_school,3,5.821284
dog_hydroelectric_plant,16,-7.050554
the_best_museum,19,17.688019
red_house,2,5.109243
white_school,9,5.061497
Shiny New Gymnaisum,22,6.573344
shiny_new_aquarium,3,1.515639
shiny_new_hydroelectric_plant,9,1.676807
down_aquarium,0,2.697152
shiny_new_planetarium,21,3.951000
white_stadium,20,7.996526
shiny_new_hospital,22,0.929140
savvy_windmill,2,6.158433
up_house,22,5.892588
small_opera_house,9,4.831498
small_house,4,8.268440
Dinosaur Houseboat,17,17.375084
the_best_aquarium,21,3.776325
fancy_market,20,1.553798
dinosaur_stadium,7,2.311911
Old Houseboat,16,9.091004
Dinosaur Hospital,8,-1.171908
bob's_gymnaisum,10,5.458098
rusty_old_base,0,4.501579
green_stadium,23,-2.955689
small_base,14,2.685511
rusty_old_birdhouse,13,0.836563
secret_planetarium,15,4.398931
savvy_gymnaisum,16,14.829234
blue_hospital,10,1.277030
Red Stadium,20,5.227365
dog_base,21,5.373367
blue_houseboat,22,5.077962
blue_hydroelectric_plant,6,6.762976
The Best Taco Truck,21,-7.986248
mauve_birdhouse,16,12.424123
up_taco_truck,13,3.150803
green_office,19,-2.529602
green_warehouse,8,3.378492
white_school,13,-4.003233
mauve_gymnaisum,22,4.584223
up_warehouse,16,8.228846
shiny_new_market,3,3.769153
Rusty Old Windmill,15,4.394642
rusty_old_stadium,0,6.057066
dinosaur_gymnaisum,4,6.681927
mauve_hospital,23,11.362271
red_office,15,0.704937
mauve_birdhouse,13,14.642618
dog_birdhouse,19,5.760684
white_birdhouse,6,1.172477
rusty_old_base,9,4.872804
green_birdhouse,20,9.919301
green_aquarium,1,6.167698
Green Aquarium,2,5.864053
blue_stadium,23,2.000506
bob's_warehouse,2,6.480740
bob's_school,17,2.127484
mauve_taco_truck,16,12.907778
mauve_warehouse,0,0.890623
green_school,8,-4.549412
rusty_old_hospital,11,11.819620
the_best_office,15,11.966975
red_windmill,8,6.603134
red_taco_truck,6,5.530805
rusty_old_warehouse,0,7.958972
rusty_old_birdhouse,6,1.224188
old_aquarium,5,4.606868
secret_stadium,17,16.127447
red_base,16,10.607272
small_aquarium,11,4.779965
dog_planetarium,22,5.576848
old_market,7,2.790936
secret_school,13,3.485765
mauve_museum,14,17.927172
rusty_old_taco_truck,4,10.617467
shiny_new_market,0,3.542119
dinosaur_birdhouse,5,9.589863
red_office,3,1.606683
down_warehouse,11,11.523329
the_best_taco_truck,2,3.294635
up_office,17,6.613310
down_opera_house,22,5.010392
small_market,16,8.472554
up_stadium,16,2.656264
dog_opera_house,18,6.377192
fancy_taco_truck,0,4.127371
secret_base,23,9.128574
up_gymnaisum,12,4.108042
small_windmill,5,4.055258
fancy_house,2,-1.690323
green_taco_truck,10,4.971530
blue_taco_truck,3,10.144669
green_school,22,4.574081
small_house,2,5.335225
mauve_base,9,11.233319
white_taco_truck,16,-7.273619
white_houseboat,1,3.964987
savvy_base,12,1.994764
blue_gymnaisum,1,3.016773
blue_taco_truck,11,7.183232
white_warehouse,21,2.030960
savvy_taco_truck,19,10.826552
old_gymnaisum,17,9.719749
secret_base,11,17.597054
green_gymnaisum,18,5.951485
Fancy Base,16,4.368778
bob's_warehouse,17,11.316750
up_taco_truck,6,4.046653
dog_base,4,3.559944
green_hydroelectric_plant,16,4.719997
up_planetarium,16,5.280238
shiny_new_windmill,20,6.756026
green_stadium,13,9.490274
dinosaur_hydroelectric_plant,3,6.439254
small_office,1,3.477827
dinosaur_school,1,2.270918
blue_birdhouse,0,1.957841
dog_museum,6,5.762568
red_hospital,18,17.680938
old_aquarium,17,7.122007
secret_gymnaisum,8,0.404914
savvy_stadium,20,-6.578194
small_planetarium,8,3.703291
Rusty Old Gymnaisum,23,6.871720
small_planetarium,11,3.852923
Dinosaur Museum,19,5.793673
red_birdhouse,9,4.110725
savvy_windmill,20,5.338196
dog_market,2,2.722367
up_base,22,4.809757
up_houseboat,2,4.639517
red_hospital,16,19.808778
the_best_houseboat,17,12.735324
white_warehouse,16,3.044513
dog_market,5,2.092216
bob's_aquarium,12,10.353604
old_house,3,8.458813
blue_house,11,5.852181
secret_house,5,5.621904
secret_house,17,-10.111825
down_gymnaisum,22,-3.381739
Green Windmill,17,10.034181
secret_school,6,2.401879
fancy_planetarium,0,4.066937
old_office,11,5.818236
white_museum,16,-5.632406
blue_house,2,3.059370
white_base,23,6.237221
the_best_birdhouse,2,4.518817
dinosaur_houseboat,3,-11.248959
fancy_gymnaisum,20,1.581373
the_best_houseboat,16,15.444986
blue_houseboat,10,4.223408
rusty_old_opera_house,20,-6.187481
white_hydroelectric_plant,20,2.929358
the_best_hydroelectric_plant,7,4.194176
the_best_opera_house,19,5.110374
down_opera_house,16,15.714351
Blue Hospital,18,2.290144
green_warehouse,15,2.863500
fancy_stadium,14,15.318491
old_houseboat,10,7.015341
dinosaur_windmill,14,14.888031
red_windmill,4,7.213332
dinosaur_windmill,7,-3.64708
down_planetarium,23,5.380485
mauve_hospital,4,5.266775
fancy_office,6,1.890328
